Program,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_MINIMAL,_IM_EQUIVALENT
numZero,u-ORRN,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-ORRN,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,1,0
numZero,u-ORRN,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-ORRN,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-ORSN,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-ORSN,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-ORSN,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-ORSN,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-SMTC,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,Declaration,0,0
numZero,u-SMTT,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,Declaration,0,0
numZero,u-SRSR,0,1,0.75,0.6,0.6666666666666666,1.0,0.5714285714285714,0.8,0.1111111111111111,Assignment,0,0
numZero,u-SRSR,0,1,0.75,0.6,0.6666666666666666,1.0,0.5714285714285714,0.8,0.1111111111111111,Assignment,0,0
numZero,u-SRSR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,Block,0,0
numZero,u-SRSR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,Block,0,0
numZero,u-SRSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,Block,0,0
numZero,u-SSDL,0,1,0.75,0.6,0.6666666666666666,1.0,0.5714285714285714,0.8,0.1111111111111111,Assignment,0,0
numZero,u-SSDL,0,1,0.75,0.6,0.6666666666666666,1.0,0.5714285714285714,0.8,0.1111111111111111,Assignment,0,0
numZero,u-SSDL,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,Block,0,0
numZero,u-SSDL,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,Block,0,0
numZero,u-SSDL,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,Block,0,0
numZero,u-SSDL,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,0,0
numZero,u-SSDL,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,Block,0,0
numZero,u-STRI,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-STRI,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-STRP,0,1,0.75,0.6,0.6666666666666666,1.0,0.5714285714285714,0.8,0.1111111111111111,Assignment,0,0
numZero,u-STRP,0,1,0.75,0.6,0.6666666666666666,1.0,0.5714285714285714,0.8,0.1111111111111111,Assignment,0,0
numZero,u-STRP,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,Block,0,0
numZero,u-STRP,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,Block,0,0
numZero,u-STRP,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,Block,0,0
numZero,u-STRP,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,0,0
numZero,u-STRP,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,Block,0,0
numZero,u-VDTR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VDTR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,1
numZero,u-VDTR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VDTR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VDTR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,1
numZero,u-VDTR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,1
numZero,u-VDTR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VDTR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,1
numZero,u-VDTR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VDTR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VDTR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,1,0
numZero,u-VDTR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VDTR,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,0,0
numZero,u-VDTR,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,0,1
numZero,u-VDTR,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,1,0
numZero,u-VLSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,For,0,0
numZero,u-VLSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.2962962962962963,For,0,0
numZero,u-VLSR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VLSR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VLSR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VLSR,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VLSR,0,0,1.0,1.0,1.0,0.5,0.2857142857142857,0.4,0.0,For,0,0
numZero,u-VLSR,0,0,1.0,1.0,1.0,0.5,0.2857142857142857,0.4,0.0,For,0,0
numZero,u-VLSR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VLSR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VLSR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VLSR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VLSR,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VLSR,0,1,0.75,0.6,0.6666666666666666,1.0,0.5714285714285714,0.8,0.1111111111111111,Assignment,0,0
numZero,u-VLSR,0,1,0.75,0.6,0.6666666666666666,1.0,0.5714285714285714,0.8,0.1111111111111111,Assignment,0,0
numZero,u-VLSR,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,0,0
numZero,u-VLSR,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,0,0
numZero,u-VTWD,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VTWD,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,1,0
numZero,u-VTWD,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,1,0
numZero,u-VTWD,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VTWD,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VTWD,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VTWD,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
numZero,u-VTWD,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,1,0
numZero,u-VTWD,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,0,0
numZero,u-VTWD,0,0,0.5,0.4,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,Return,0,0
numZero,u-VVDL,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VVDL,0,0,0.25,0.2,0.2222222222222222,0.25,0.8571428571428571,0.8,0.8333333333333334,For,0,0
numZero,u-VVDL,1,0,0.5,0.4,0.4444444444444444,1.0,0.7142857142857143,0.9,1.0,If,0,0
Program,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_MINIMAL,_IM_EQUIVALENT
Calculation,u-CCDL,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,1
Calculation,u-Ccsr,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-Ccsr,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-Ccsr,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-Ccsr,0,1,0.5,0.8,0.6666666666666666,0.0,0.0,0.0,1.0,Return,0,0
Calculation,u-CRCR,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-CRCR,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-CRCR,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-CRCR,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-CRCR,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.0,0.0,0.0,1.0,Return,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.0,0.0,0.0,1.0,Return,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.0,0.0,0.0,1.0,Return,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.0,0.0,0.0,1.0,Return,0,0
Calculation,u-CRCR,0,1,0.5,0.8,0.6666666666666666,0.0,0.0,0.0,1.0,Return,0,0
Calculation,u-OAAA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAAA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAAA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAAA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAAA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAAA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAAA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAAA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OABA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OABA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OABA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OABA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OABA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OABA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAEA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OAEA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OASA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OASA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OASA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OASA,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OCNG,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-OODL,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,1
Calculation,u-OODL,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-OODL,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-OODL,0,1,0.5,0.8,0.6666666666666666,0.4,0.2222222222222222,0.3333333333333333,0.0,Assignment,0,0
Calculation,u-ORAN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,1
Calculation,u-ORAN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,1
Calculation,u-ORAN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-ORAN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-ORAN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-ORBN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,1
Calculation,u-ORBN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-ORBN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,1
Calculation,u-ORLN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,1
Calculation,u-ORLN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-ORRN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
Calculation,u-ORRN,1,0,0.25,0.6,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.12380952380952381,While,0,0
